event_id,action_text,owner_role,timing,verification
E0056,Restrict remote access to isolation systems during outages unless pre‑approved.,Outage Manager,<30 days,Access controls reviewed and confirmed in system logs.
E0056,Conduct periodic penetration tests focused on systems tied to LOTO and isolations.,Cybersecurity Manager,>90 days,Pen test report and closure of identified findings.
E0056,Create a shutdown/outage‑specific checklist requiring cyber‑risk review of digital permitting,Maintenance Planning Engineer,>90 days,Completed checklist for next scheduled outage.
E0057,Enable emergency‑mode account restrictions preventing remote isolation changes.,OT Security Specialist,Immediate,Access logs confirm remote accounts cannot modify isolations during emergency
E0057,Implement mandatory dual‑approval for all isolation status changes in digital systems.,Electrical Supervisor,<30 days,System test demonstrating approval workflow before changes apply.
E0057,Update emergency response procedures to require physical zero‑energy tests before,HSE Advisor,<30 days,Field audits demonstrating correct verification steps in drills.
E0057,Deploy real‑time alerts for isolation changes and route them to the on‑shift control room.,Automation Lead,30-90 days,Successful alert activation during simulated test events.
E0057,Reissue contractor access guidelines and enforce unique credentials with MFA.,Contractor Coordinator,30-90 days,Credential review confirming no shared accounts; MFA logs active.
E0057,Add cyber‑scenario modules to annual emergency response training.,Emergency Response Coordinator,>90 days,Training records and scenario evaluation reports.
E0057,Conduct penetration testing focused on digital isolation tools.,Cybersecurity Manager,>90 days,Pen test report with closed outstanding findings.
E0057,Integrate isolation‑system integrity checks into emergency drill planning.,Operations Planning Engineer,>90 days,Drill documentation showing validation of digital and manual isolation pathways.
E0058,Implement multi‑factor authentication for all isolation‑system accounts.,IT Security Lead,Immediate,Access logs confirm MFA used for 100% of users.
E0058,Add mandatory physical breaker‑position verification before panel access.,Electrical Supervisor,<30 days,Field audits show voltage testing logged before enclosure entry.
E0058,Enable anomaly‑based alerts for unexpected isolation status changes.,OT Security Specialist,<30 days,Test alerts triggered and recorded in system logs.
E0058,Introduce a “dual‑approval” rule for any remote updates to isolation states.,Operations Manager,30-90 days,System configuration shows dual‑approval workflow active.
E0058,Update electrical isolation procedure to state that digital flags cannot be used as sole,HSE Advisor,<30 days,Procedure review confirms change and training updates issued.
E0058,Conduct refresher training highlighting cyber‑manipulation scenarios in isolation processes.,Training Coordinator,30-90 days,Attendance records and scenario assessments completed.
E0058,Schedule quarterly security audits of cloud‑based isolation tools.,Cybersecurity Manager,>90 days,Completed audit report with tracked remediation items.
E0058,"Reinstate system‑health dashboard monitoring, including alert capabilities during",Digital Systems Administrator,>90 days,Monitoring dashboard shows active alert channels and uptime logs.
E0059,Implement multi‑factor authentication for all digital isolation tool accounts.,IT Security Lead,Immediate,Access audit confirming all accounts require MFA.
E0059,Install mechanical lockable isolation devices on key pneumatic valves.,Maintenance Supervisor,<30 days,Physical inspection confirming lockout capability installed.
E0059,Require physical depressurization tests before any line opening.,HSE Advisor,<30 days,Field audits and permit reviews confirming bleed‑check documentation.
E0059,Introduce dual‑approval for any remote isolation status changes.,Operations Manager,30-90 days,System test demonstrating two independent approvals recorded.
E0059,Enhance pneumatic system schematics with clear isolation markers.,Reliability Engineer,30-90 days,Updated drawings published and verified in field.
E0059,Add real‑time alerts for abnormal or out‑of‑sequence isolation updates.,OT Security Specialist,<30 days,Successful alert triggers from test events.
E0059,Deliver cyber‑risk training modules focused on energy‑isolation systems.,Training Coordinator,>90 days,Completion records and assessment scores.
E0059,Conduct quarterly penetration testing on digital isolation platforms.,Cybersecurity Manager,>90 days,Pen‑test report with closed corrective actions.
E0060,Implement multi‑factor authentication for all digital isolation system users.,IT Security Lead,Immediate,Access log review confirming MFA enabled for all accounts.
E0060,Add secondary approval (two‑person validation) for any hydraulic isolation status change.,Operations Supervisor,<30 days,System test confirming workflow requirement.
E0060,Require manual pressure gauge verification before any hydraulic component is opened.,Maintenance Lead,<30 days,Permit audits showing documented zero‑pressure checks.
E0060,Install physical lockable isolation valves on all HPU supply headers.,Reliability Engineer,30-90 days,Field inspection confirming installation.
E0060,Create training module on hydraulic injection hazards and digital‑system manipulation,HSE Training Coordinator,30-90 days,Attendance records and assessment results.
E0060,Configure alerting for any override or remote update that alters hydraulic isolation states.,OT Security Specialist,<30 days,Successful demonstration of alerts in system test.
E0060,"Enhance hydraulic system schematics with clear, color‑coded isolation point markings.",Engineering Document Control,>90 days,Updated schematics uploaded and verified by field review.
E0060,Conduct quarterly cyber‑resilience checks on control and isolation platforms.,Cybersecurity Manager,>90 days,Report demonstrating vulnerabilities addressed.
E0061,Implement dual‑approval workflow for any digital “restraint applied” status,Operations Manager,Immediate,System configuration review confirming dual‑approval required.
E0061,"Install mechanical restraint indicators (e.g., colored tags, protruding pins) on all",Reliability Engineer,<30 days,Field audits verifying indicator visibility.
E0061,Require physical restraint checks by two persons before any housing bolts are,Maintenance Supervisor,<30 days,Permit reviews showing documented double‑checks.
E0061,Enable real‑time alerts for remote edits to stored‑energy states.,OT Security Specialist,<30 days,Test alerts logged and validated.
E0061,Develop training module on stored mechanical energy hazards and,HSE Training Coordinator,30-90 days,Attendance and assessment records.
E0061,Conduct quarterly cybersecurity audits on isolation‑related digital tools.,Cybersecurity Manager,>90 days,Completed audits and closure of findings.
E0061,Update isolation procedures to include mandatory physical verification for,Procedure Owner / HSE Advisor,>90 days,Revised procedure published and implemented.
E0061,Improve operator/maintenance communications through shift‑handover notes,Operations Supervisor,Immediate,Handover logs show consistent anomaly reporting.
E0062,Implement mandatory dual‑approval workflow for all isolation changes involving multi‑energy,Operations Manager,Immediate,System audit log confirms dual‑approval entries.
E0062,Update isolation procedure to include integrated multi‑energy verification steps.,HSE Advisor,<30 days,Procedure issued; sampled permits show compliance.
E0062,"Add physical mechanical restraint indicators for spring‑loaded components (colored flags,",Reliability Engineer,<30 days,Field checks confirm indicator installation.
E0062,Perform maintenance on pneumatic vents and hydraulic check valves to ensure reliable,Maintenance Lead,30-90 days,Work orders closed with functional tests.
E0062,Disable remote isolation overrides except for designated supervisory roles with MFA.,IT Security Lead,<30 days,Access logs confirm permissions updated.
E0062,Create training module for technicians on identifying hidden residual energy in multi‑energy,Training Coordinator,30-90 days,Attendance records and post‑test results.
E0062,Add real‑time anomaly alerts when isolation statuses change without corresponding field,OT Security Specialist,<30 days,Successful test alert logged.
E0062,Introduce multi‑discipline pre‑task reviews for equipment containing more than one,Area Supervisor,>90 days,Review records attached to applicable permits.
E0063,Implement a mandatory dual‑verification step for multi‑energy isolation during,Commissioning Lead,Immediate,Sampled permits show two signatures for all energy types.
E0063,Disable automatic isolation‑state updates triggered by software resets.,Controls Engineer,<30 days,System test confirms manual confirmation required after reset.
E0063,"Update isolation drawings to include bypasses, commissioning jumpers, and temporary",Engineering Document Control,<30 days,Field walkdown confirms drawings match installed configuration.
E0063,Create commissioning-specific multi‑energy risk module for all personnel.,HSE Training Coordinator,30-90 days,Training completion records and post‑assessment results.
E0063,Introduce physical zero‑energy confirmation for all hybrid actuator interfaces before,Maintenance Supervisor,Immediate,Audit of work packages shows documented checks.
E0063,Configure alerting for any mismatch between digital isolation states and field‑verified lockout.,OT Security Specialist,<30 days,Alert test scenarios successfully logged.
E0063,Add commissioning-phase MOC steps addressing automated behaviors in control systems.,Process Safety Engineer,30-90 days,MOC templates revised and validated through pilot use.
E0063,Require pre-task cross-discipline briefings for work involving three or more energy types.,Operations Supervisor,>90 days,Records of briefings attached to commissioning work orders.
E0064,Introduce multi‑energy isolation checklist requiring joint sign‑off from operations and,Operations Supervisor,Immediate,Audit of permits shows two sign‑offs for all multi‑energy work.
E0064,"Add physical zero‑energy verification steps (pressure gauges, bleed tests, voltage absence",HSE Advisor,<30 days,Field inspections confirm consistent documentation.
E0064,Implement automated alerts when electrical circuits shared with contractor work scopes are,Controls Engineer,30-90 days,Test alert logs demonstrate proper functionality.
E0064,Tag all hydraulic check valves capable of retaining residual pressure with standardized,Reliability Engineer,30-90 days,Site walkdown confirms tagging completeness.
E0064,Reinforce contractor onboarding to include multi‑energy hazard modules and commissioning,Contractor Coordinator,<30 days,Training records and competency checks.
E0064,Repair or replace pneumatic bleed valves with known sticking issues.,Maintenance Lead,30-90 days,Completed work orders and functional tests.
E0064,Establish mandatory cross‑discipline pre‑task reviews for equipment with three or more,Area Authority,>90 days,Meeting minutes attached to work packages.
E0064,Add commissioning-phase lockout verification protocol for shared circuits.,Process Safety Engineer,30-90 days,Updated procedure published and referenced in permits.
E0065,Add mandatory PTW conflict review for any work involving shared energy boundaries.,HSE Advisor,Immediate,PTW audit shows conflict‑review sign‑off.
E0065,"Implement physical zero‑energy checks for electrical, pneumatic, and hydraulic sources",Maintenance Lead,<30 days,Random field audits show documented checks on permits.
E0065,"Update isolation diagrams to display shared circuits, bypass lines, and actuator multi‑energy",Engineering Document Control,<30 days,Drawings verified through field walkdown.
E0065,Require joint contractor-operations pre‑task briefings when permits overlap in the same area.,Operations Supervisor,Immediate,Attendance records attached to PTW packages.
E0065,Install lockable blocks on pneumatic bypasses to prevent inadvertent pressurization during,Reliability Engineer,30-90 days,Physical inspection confirms hardware installed.
E0065,Add circuit‑level tagging to prevent re‑energization of shared feeders without coordination.,Electrical Supervisor,30-90 days,Tagging observed during line walk.
E0065,Update PTW training to include multi‑energy hazard scenarios and cross‑permit risk,Training Coordinator,>90 days,Completion records and post‑test scores.
E0065,Develop escalation protocol requiring supervisor involvement when contractors request,Contractor Coordinator,>90 days,Review of PTW logs confirms adherence.
E0066,Implement mandatory SIMOPS conflict review for any overlapping PTWs.,HSE Advisor,Immediate,PTW audits show completed SIMOPS review section.
E0066,"Add integrated multi‑energy isolation checklist for systems with electrical,",Maintenance Lead,<30 days,Checklist attached to all relevant PTWs.
E0066,Establish a single SIMOPS Coordinator role with authority over energization,Operations Superintendent,<30 days,Appointment documented; SIMOPS logs show coordinator approval.
E0066,Repair/replace stuck hydraulic check valves and verify pressure bleed paths.,Reliability Engineer,30-90 days,Work orders completed; pressure tests validated.
E0066,Introduce joint pre‑task meetings for all crews working within shared isolation,Area Authority,Immediate,Meeting attendance attached to PTW packages.
E0066,Add automated alerts to control system when utilities are re‑pressurized during,Controls Engineer,30-90 days,Test alerts triggered and recorded.
E0066,Update SIMOPS procedure to define rules for electrical re‑energization during,Process Safety Engineer,>90 days,Procedure revision published; training completed.
E0066,Conduct competence refresher for contractors on multi‑energy hazards and,Contractor Coordinator,>90 days,Training records and post‑assessment results.
E0067,"Remove shared remote engineering accounts and implement unique, role‑based",IT Security Lead,<30 days,Access review confirms only individual accounts with MFA exist for
E0067,Add hard‑wired maintenance interlock that physically disables all actuator outputs,Controls Engineer,30-90 days,Commissioning test demonstrates that no command-local or remote-can
E0067,Update the isolation procedure for hybrid actuators to require physical verification of,HSE Advisor,<30 days,Procedure issued; field audits show documented multi‑energy checks
E0067,"Configure intrusion detection and alerting for unusual control output patterns (e.g.,",OT Security Specialist,30-90 days,Test alerts generated in a controlled scenario and reviewed by operations.
E0067,Conduct a cyber‑risk workshop and targeted training for maintenance and operations,Training Coordinator,30-90 days,Attendance records and post‑training assessments showing increased
E0067,Include cyber‑triggered activation scenarios in the risk assessment and MOC process,Process Safety Engineer,>90 days,Sample of recent MOCs shows cyber‑risk evaluation sections completed.
E0067,Implement a change‑control workflow for engineering scripts and test tools that interact,Engineering Manager,30-90 days,Script repository and approval logs demonstrate formal review before
E0067,Run periodic simulation drills where “safe mode” is challenged by test signals to,Operations Supervisor,>90 days,Drill reports show correct system behavior and appropriate operator
E0068,Add mandatory PTW cyber-conflict review for any controls or automation work during active,PTW Coordinator,Immediate,PTW audits show cyber-conflict section completed for relevant tasks.
E0068,Implement a hard‑wired maintenance interlock that physically disables actuator outputs,Controls Engineer,<30 days,Field test confirms no output can energize during maintenance mode.
E0068,Introduce a cyber‑safe reboot protocol that requires operations approval before any system,OT Security Lead,30-90 days,Approval logs reviewed; reboots tracked.
E0068,Enforce version control and validation of all automation scripts on engineering workstations.,Automation Manager,<30 days,Central repository and approval workflow in place.
E0068,Require joint contractor-operations-maintenance briefings for multi‑energy systems before,Area Supervisor,Immediate,Attendance sheets attached to PTW packages.
E0068,Replace or service hydraulic check valves prone to retaining residual pressure.,Reliability Engineer,30-90 days,Completed work orders and pressure bleed tests.
E0068,Create targeted training on cyber-induced energy activation scenarios for field technicians.,HSE Training Coordinator,30-90 days,Trainee assessments and competency signoff.
E0068,Deploy monitoring that flags unexpected output commands during maintenance safe states.,OT Security Analyst,>90 days,Alert logs show detections during testing.
E0069,Require multi‑factor authentication and unique credentials for all engineering,IT Security Lead,Immediate,Access audit confirms MFA and removal of shared accounts.
E0069,Install hard‑wired maintenance interlock that physically disables pneumatic and,Controls Engineer,<30 days,Field test demonstrates actuator cannot move in maintenance mode regardless of
E0069,Implement PTW cyber‑conflict checks for any job involving remote access or,PTW Coordinator,<30 days,PTW audits show completed cyber-conflict review.
E0069,Configure alarms for any forced command issued during inhibit or maintenance,OT Security Specialist,30-90 days,Simulated tests generate alerts logged by operations.
E0069,Deploy workstation monitoring to detect automation script execution and,Cybersecurity Analyst,30-90 days,Weekly reports confirm monitoring active and alerts received.
E0069,"Add physical verification (pressure bleed, gauge check, manual isolation)",Maintenance Lead,Immediate,Field audits confirm all three energy sources are manually verified zero.
E0069,Conduct cyber‑risk awareness training focused on how cyber events can bypass,HSE Training Coordinator,30-90 days,Training records and competency assessments.
E0069,Create a change‑control workflow for testing scripts and configuration tools,Automation Manager,>90 days,Approved script repository with audit trail.
E0070,Implement mandatory OT‑cyber review for all line‑breaking PTWs involving,PTW Coordinator,Immediate,Random PTW audits show completed cyber‑conflict assessment.
E0070,Install physical lockable block valves upstream of all pneumatic/hydraulic feeds,Reliability Engineer,<30 days,Field walkdowns confirm valves installed and in use.
E0070,"Disable all software-only isolation functions, replacing them with hardwired",Controls Engineer,30-90 days,Commissioning test demonstrates interlocks prevent any command during
E0070,"Enforce MFA, access logging, and endpoint monitoring on all engineering",IT Security Lead,<30 days,Access audit confirms MFA enabled and alerts operational.
E0070,Add pressure‑validation steps requiring dual verification (gauge + bleed path),Maintenance Supervisor,Immediate,Field audits show both checks documented in PTWs.
E0070,Develop an alarm in the control system for any forced command during inhibit,OT Security Specialist,30-90 days,Test scenario triggers alarm logged by operations.
E0070,Conduct cyber‑risk training focused on how digital failures can re‑pressurize,HSE Training Coordinator,30-90 days,Training records and post‑assessment scores.
E0070,Introduce network segmentation to prevent compromised engineering stations,Automation Manager,>90 days,Network diagram updated; segmentation validated with penetration testing.
E0071,Implement multi‑factor authentication and unique user accounts for all engineering,IT/OT Security Lead,<30 days,Access audit confirms no shared accounts and MFA enforced for all privileged
E0071,"Introduce a formal configuration and logic change‑management process for dosing PLCs,",Automation Manager,30-90 days,Change records show documented approvals for all subsequent dosing logic
E0071,Establish a routine grab‑sampling program to cross‑check online pH analyzer readings at,Operations Supervisor,Immediate,"Sampling log shows consistent completion and comparison to analyzer values,"
E0071,Configure high‑dosing and abnormal chemical usage alarms with clear notification paths.,Controls Engineer,30-90 days,Alarm test reports demonstrate activation at defined thresholds and appropriate
E0071,Install a secondary pH measurement (redundant analyzer or lab‑based trend) for the critical,Reliability Engineer,>90 days,Commissioning documentation and trend reviews confirm dual‑measurement
E0071,Implement continuous monitoring and logging for remote access sessions to dosing control,OT Security Analyst,30-90 days,Monitoring reports demonstrate detection and review of all remote access events.
E0071,Deliver cyber‑risk and anomaly recognition training to operators and maintenance staff,HSE Training Coordinator,30-90 days,Training attendance records and post‑training assessments show improved
E0071,Add an environmental risk scenario for cyber‑triggered dosing failures to the site’s risk,Environmental Specialist,>90 days,Risk register updated; annual review minutes confirm scenario evaluation and
E0072,Implement multi‑factor authentication for all engineering workstation access.,IT/OT Security Lead,Immediate,Access logs show MFA required for all privileged sessions.
E0072,Add a physical flow‑limiting device on dosing lines to cap maximum feed rate.,Reliability Engineer,<30 days,Field inspection confirms device installation and functional test.
E0072,Establish formal change‑management and version‑control workflow for PLC logic.,Automation Manager,<30 days,Repository audit shows documented approvals for all changes.
E0072,Incorporate manual pH sampling every shift for cross‑checking analyzer readings.,Operations Supervisor,Immediate,Sampling logs demonstrate consistent entries and variance tracking.
E0072,Configure overdosing alarms with clear escalation paths.,Controls Engineer,30-90 days,Alarm tests demonstrate activation at defined thresholds.
E0072,Deploy network monitoring to detect unauthorized remote commands.,OT Security Analyst,<90 days,Monthly reports confirm alerting for suspicious traffic.
E0072,Train operations and maintenance personnel on cyber‑triggered process anomalies.,HSE Training Coordinator,30-90 days,Attendance records and post‑training assessments.
E0072,Add the cyber‑dosing failure scenario to the site environmental and cybersecurity risk,Environmental Specialist,>90 days,Risk register updated and reviewed in annual assessment.
E0073,Implement multi‑factor authentication for all engineering workstation logins.,IT Security Lead,Immediate,Access audit confirms MFA required for all privileged accounts.
E0073,Introduce mandatory cyber-risk assessment for any system modification or remote access,HSE Advisor,<30 days,Review of PTW/risk documents shows completed cyber section.
E0073,Segregate safety-relevant control systems from engineering tools using dedicated network,OT Network Engineer,30-90 days,Network map update and penetration test results.
E0073,Install monitoring rules that alert operators to forced commands or configuration changes.,Controls Engineer,<90 days,Alerts demonstrated through simulated test command.
E0073,Apply security-hardening and patch management schedule for all engineering assets.,Reliability Engineering Lead,>90 days,Patch reports and automated compliance checks.
E0073,Deliver cyber‑awareness training for operators focused on recognizing cyber‑induced,Training Coordinator,30-90 days,Attendance and post‑training assessments.
E0073,Implement real-time logging and centralized review of all remote engineering workstation,OT Security Analyst,30-90 days,Monthly security reports confirm session tracking.
E0073,"Establish a rapid‑response protocol linking operations, engineering, and cyber teams for",Operations Supervisor,Immediate,Response drill documentation and review.
E0074,Enable MFA on all engineering workstations.,IT/OT Security Lead,Immediate,Access log audit.
E0074,Implement physical interlock preventing motor output under LOTO.,Controls Engineer,<30 days,Functional test.
E0074,Add cybersecurity questions to maintenance risk assessments.,HSE Advisor,<30 days,PTW reviews.
E0074,Deploy real-time alerts for forced control commands.,OT Security Analyst,30-90 days,Alert test logs.
E0075,Add dual approval for all isolation verifications in PTW.,PTW Coordinator,Immediate,PTW audit.
E0075,Revoke and reissue all contractor accounts with MFA.,IT Security Lead,<30 days,Credential audit.
E0075,Require manual pressure/energy checks independent of PTW status.,Maintenance Lead,Immediate,Field inspections.
E0075,Implement anomaly detection on digital PTW servers.,OT Security Engineer,30-90 days,Alert log tests.
E0076,Implement file‑integrity monitoring on environmental analyzers.,OT Security Analyst,<30 days,Integrity check logs.
E0076,Add redundant pH measurement for high‑risk discharge points.,Environmental Specialist,30-90 days,Commissioning verification.
E0076,Tighten alarm bands for effluent quality parameters.,Controls Engineer,<30 days,Alarm test results.
E0076,Create joint cyber‑environmental response protocol.,HSE Advisor,>90 days,Drill exercise record.
E0077,Implement forced‑command detection on all PLCs controlling pressure devices.,OT Security Analyst,<30 days,Simulated forced command triggers an immediate alarm.
E0077,Install hardwired pressure‑limit interlocks to prevent full valve opening above defined,Controls Engineer,30-90 days,Commissioning test shows valve trips to safe position.
E0077,Enforce multi‑factor authentication for all engineering workstation access.,IT Security Lead,Immediate,Access audit confirms MFA enabled.
E0077,Conduct a cyber‑risk review of all pressure‑critical systems and update hazard analysis,Process Safety Engineer,30-90 days,Updated HAZOP/LOPA documents approved.
E0077,Improve network segmentation to isolate engineering systems from operational control,Automation Manager,>90 days,Network diagram updated and validated with penetration testing.
E0077,Add enhanced pressure trend alarms to alert operators earlier during abnormal rises.,Operations Supervisor,<30 days,Alarm functional test results documented.
E0077,Deliver targeted training for operators on detecting cyber‑induced process deviations.,Training Coordinator,30-90 days,Post‑training assessment results.
E0077,Implement continuous monitoring and logging of engineering workstation sessions.,OT Security Analyst,<30 days,Monthly review of access logs.
E0078,Add independent mechanical permissives for lubrication pressure during startups.,Reliability Engineer,<30 days,Functional test recorded.
E0078,Enforce MFA and session‑logging on all engineering workstations.,IT/OT Security Lead,Immediate,Access audit.
E0078,Implement forced‑command detection on startup logic paths.,Controls Engineer,30-90 days,Simulated override alerts generated.
E0078,Segment engineering tools from operational control networks.,Automation Manager,>90 days,Network diagram updates + penetration test.
E0078,Add cyber‑risk awareness to mechanical startup training.,Training Coordinator,30-90 days,Training assessments.
E0079,Add cyber‑interference assessment to all SIMOPS planning templates.,SIMOPS Coordinator,Immediate,Updated templates issued.
E0079,Enforce registration and approval of all remote diagnostic sessions.,IT Security Lead,<30 days,Remote access logs reviewed.
E0079,Install position‑monitoring alarms for valves in SIMOPS critical zones.,Controls Engineer,30-90 days,Alarm test reports.
E0079,Implement workstation isolation (network segmentation + MFA).,OT Security Analyst,30-90 days,Penetration test results.
E0079,Deliver joint SIMOPS‑cyber drills for operations and maintenance teams.,HSE Training Coordinator,>90 days,Drill evaluation report.
E0080,Require physical verification of valve positions and local pressure gauges immediately,Maintenance Supervisor,Immediate,Field audits of line‑breaking permits and isolation checklists.
E0080,Implement forced‑command detection and alarm in the control system for all isolation,Controls Engineer,30-90 days,Test log showing alarms triggered by simulated forced commands.
E0080,Enable multi‑factor authentication and role‑based access control on engineering,IT/OT Security Lead,<30 days,Access audit confirming MFA and role assignments.
E0080,Add “cyber‑triggered re‑pressurization” scenarios to line‑breaking risk assessment,HSE Advisor,30-90 days,Updated templates and sample completed assessments.
E0080,Conduct joint training for operators and maintenance on recognizing digital/physical,Training Coordinator,30-90 days,Attendance records and post‑training quiz results.
E0080,Introduce network monitoring focused on command traffic to safety‑critical valves.,OT Security Analyst,>90 days,Monitoring reports and review of alerts over a trial period.
E0081,Implement file‑integrity monitoring and access control on toxic gas analyzer,OT Security Lead,<30 days,Reports showing configuration changes are logged and validated.
E0081,Require periodic cross‑checks between fixed gas detectors and portable instruments in,Operations Supervisor,Immediate,Sampling logs showing routine comparisons.
E0081,Add “bad data” scenarios to toxic gas alarm philosophy and hazard analyses.,Process Safety Engineer,30-90 days,Updated documentation and review records.
E0081,Train operators and technicians on recognizing potential cyber influence on detection,Training Coordinator,30-90 days,Training attendance and evaluation results.
E0081,Implement dual‑channel validation where critical gas readings are confirmed by a,Reliability Engineer,>90 days,Commissioning documentation for additional detectors.
E0081,Introduce an expedited change‑management process for any gas detection,HSE Advisor,<30 days,Sample change records and approvals reviewed.
E0082,Segregate lifting instrumentation from general plant networks and disable unnecessary,Automation Manager,30-90 days,Network architecture review and connectivity tests.
E0082,"Require secondary verification of load (e.g., mechanical load cells, calculation checks)",Lifting Coordinator,Immediate,Lift plans showing documented secondary verification methods.
E0082,Add cyber‑risk considerations to critical lift planning and JHA templates.,HSE Advisor,<30 days,Updated templates and sampled completed JHAs.
E0082,Implement a commissioning and periodic test procedure for digital load monitoring,Reliability Engineer,30-90 days,Test records and sign‑offs.
E0082,Provide training to crane operators and riggers on recognizing inconsistencies between,Training Coordinator,30-90 days,Training attendance lists and knowledge checks.
E0082,Establish vendor cybersecurity requirements for any third‑party lifting or monitoring,Procurement Lead,>90 days,Updated technical specifications and vendor contracts.
E0083,Install physical fail‑safe mode on ventilation systems so blower loss automatically alarms and,Controls Engineer,Immediate,Functional test demonstrating fail‑safe activation.
E0083,Implement dual‑channel atmospheric verification (control system + portable meter) prior to,Safety Advisor,<30 days,Permit audits showing documented dual readings.
E0083,Segregate confined space ventilation and gas detection controls from general network,OT Network Engineer,30-90 days,Network segmentation audit.
E0083,Enforce multi‑factor authentication and session logging for all remote vendor access.,IT/OT Security Lead,<30 days,Access log review confirming MFA and session tracking.
E0083,"Add cyber failure modes (spoofed readings, disabled ventilation, false alarms) to confined",HSE Advisor,30-90 days,Updated JHA library and sample completed permits.
E0083,Conduct refresher training on interpreting mismatched sensor and field conditions.,Training Coordinator,30-90 days,Post‑training assessments.
E0083,Implement periodic integrity checks on atmospheric transmitters and their communication,Reliability Engineer,>90 days,Maintenance logs for quarterly integrity testing.
E0083,Require vendor cybersecurity compliance checks before reconnecting external devices to,Procurement Lead,>90 days,Vendor approval documentation.
E0084,Implement multi‑energy isolation checklists that require individual verification for,Maintenance Supervisor,Immediate,Audit of isolation plans on upcoming maintenance tasks.
E0084,Service and replace pneumatic bleed valves that show blockage or degraded,Reliability Engineer,<30 days,Completed work orders and functional tests.
E0084,Add a hardwired lockout for spring‑loaded actuators requiring mechanical proof‑test.,Mechanical Engineer,30-90 days,Field inspection confirming device engagement.
E0084,Require operations to notify maintenance teams of any remote system reboots during,Operations Lead,Immediate,Shift log review.
E0084,Install an alarm for restoring control power to equipment under LOTO.,Controls Engineer,30-90 days,Alarm test results.
E0084,Introduce refresher training on identifying residual energy conditions in multi‑source,HSE Training Coordinator,30-90 days,Training attendance and competency checks.
E0084,Add multi‑energy scenarios to the site’s risk assessment templates.,HSE Advisor,>90 days,Updated templates and sample completed job reviews.
E0084,Conduct periodic field audits to confirm that physical isolation matches digital,Operations Supervisor,>90 days,Audit reports and corrective actions.
E0085,Implement mandatory multi‑energy isolation checklists requiring physical verification of,Maintenance Supervisor,Immediate,Permit audits confirm checklist use.
E0085,Replace and clean pneumatic bleed valves prone to plugging; add maintenance frequency for,Reliability Engineer,<30 days,Completed work orders and functional depressurization tests.
E0085,Install visual spring‑lock indicators on all spring‑loaded actuators.,Mechanical Engineer,30-90 days,Field inspection checks.
E0085,Add automated alarms for restored control power to equipment under isolation.,Controls Engineer,30-90 days,Alarm simulation test.
E0085,Update site isolation procedure to require re‑verification after any system reboot or,Operations Lead,Immediate,Revised procedure published and trained.
E0085,Conduct refresher training on multi‑energy identification and residual energy hazards.,HSE Training Coordinator,30-90 days,Attendance tracking + competency quiz.
E0085,Add recessed bleed ports to the “critical inspection points” list for annual mechanical audits.,Mechanical Integrity Lead,>90 days,Audit documentation.
E0085,Introduce a two‑person verification step for all high‑risk multi‑energy isolations.,Area Supervisor,<30 days,Random field audits show compliance.
E0086,Implement mandatory joint isolation verification (operations + contractor supervisor) for,Operations Supervisor,Immediate,Random permit audits show two‑party signatures.
E0086,Add mechanical lock‑pin engagement tests to all actuator lockout procedures.,Mechanical Engineer,<30 days,Field inspections confirm proper engagement.
E0086,Service and replace pneumatic bleed valves with a reliability‑rated design.,Reliability Engineer,30-90 days,Work orders completed and functional testing logged.
E0086,Require notification and re‑isolation check before any contractor-initiated panel reboot,Contractor Coordinator,Immediate,Review of shift logs demonstrating compliance.
E0086,Integrate multi‑energy risk modules into contractor onboarding training.,HSE Training Coordinator,30-90 days,Training completion records and competency quiz.
E0086,Add forced‑re‑energization alarms or indicators to control panels impacting actuator,Controls Engineer,30-90 days,Alarm tests demonstrated in commissioning script.
E0086,Update SIMOPS planning templates to include cross‑team energy‑interaction checks.,HSE Advisor,<30 days,Updated document published and used in next SIMOPS review.
E0086,Conduct quarterly multi‑energy isolation drills including contractors.,Operations Manager,>90 days,Drill report with findings and corrective actions.
E0087,Disable all personal cloud integrations on corporate‑managed devices and enforce,IT Security Lead,Immediate,Device compliance report confirming cloud‑sync restrictions.
E0087,Push a configuration update that blocks automatic syncing of protected file types.,Systems Administrator,<30 days,Test upload triggers a security block.
E0087,Develop a remote‑work software‑change approval process.,IT Operations Manager,<30 days,Audit of updated approval workflow.
E0087,Conduct refresher training on identifying suspicious sync activity.,Training Coordinator,30-90 days,Training attendance + scenario‑based quiz.
E0087,Implement automated alerts for any attempted syncing to non‑corporate storage,Cybersecurity Analyst,30-90 days,Alert logs validated through simulated sync attempts.
E0087,Perform quarterly configuration audits for all remote devices.,IT Compliance Officer,>90 days,Audit records submitted and reviewed.
E0087,Add clear labeling to differentiate personal vs. corporate directories on remote devices.,Desktop Engineering,<30 days,Visual confirmation on updated builds.
E0088,Enforce mandatory multi‑factor authentication for all remote logins.,IT Security Lead,Immediate,Access audit confirming MFA applied across all accounts.
E0088,Roll out enhanced phishing‑awareness training with examples of remote‑work targeted,Training Coordinator,<30 days,Training completion reports and post‑training assessment.
E0088,Deploy upgraded email filtering rules to detect spoofed domains.,Cybersecurity Engineer,30-90 days,Simulated phishing tests show increased detection rates.
